user_id,event_time,event_name,channel,device,variant,order_value
400,2025-01-30 00:07:44,purchase,email,mobile,treatment,15.06
2576,2025-01-30 00:17:55,visit,paid_search,mobile,treatment,0.0
3607,2025-01-30 00:25:07,visit,paid_search,desktop,treatment,0.0
11325,2025-01-30 00:31:20,session,organic,tablet,control,0.0
5378,2025-01-30 00:37:48,session,paid_search,mobile,control,0.0
7922,2025-01-30 00:37:50,signup,paid_search,mobile,treatment,0.0
9521,2025-01-30 00:40:51,visit,organic,mobile,control,0.0
10049,2025-01-30 00:54:38,visit,referral,mobile,treatment,0.0
2092,2025-01-30 01:01:30,visit,organic,desktop,treatment,0.0
1504,2025-01-30 01:02:11,visit,paid_search,tablet,treatment,0.0
10049,2025-01-30 01:05:49,signup,referral,mobile,treatment,0.0
4257,2025-01-30 01:08:50,visit,referral,desktop,control,0.0
1504,2025-01-30 01:09:29,signup,paid_search,tablet,treatment,0.0
4256,2025-01-30 01:23:53,visit,paid_search,desktop,treatment,0.0
4653,2025-01-30 01:26:46,visit,email,desktop,control,0.0
5077,2025-01-30 01:44:32,visit,organic,desktop,control,0.0
4041,2025-01-30 01:44:35,visit,organic,mobile,control,0.0
294,2025-01-30 01:52:42,visit,referral,mobile,control,0.0
8973,2025-01-30 01:55:46,visit,paid_search,tablet,treatment,0.0
4507,2025-01-30 02:09:00,session,social,mobile,control,0.0
9521,2025-01-30 02:10:10,signup,organic,mobile,control,0.0
3607,2025-01-30 02:11:13,signup,paid_search,desktop,treatment,0.0
2092,2025-01-30 02:36:47,signup,organic,desktop,treatment,0.0
10523,2025-01-30 02:41:26,visit,email,mobile,treatment,0.0
8533,2025-01-30 02:48:43,add_to_cart,social,mobile,treatment,0.0
4553,2025-01-30 02:51:10,session,referral,mobile,treatment,0.0
6312,2025-01-30 02:53:43,visit,paid_search,tablet,treatment,0.0
10796,2025-01-30 02:53:55,visit,social,mobile,control,0.0
10563,2025-01-30 02:55:32,visit,organic,desktop,control,0.0
4653,2025-01-30 02:56:06,signup,email,desktop,control,0.0
4256,2025-01-30 02:56:25,signup,paid_search,desktop,treatment,0.0
4653,2025-01-30 03:02:44,add_to_cart,email,desktop,control,0.0
1586,2025-01-30 03:03:06,session,paid_search,desktop,control,0.0
3097,2025-01-30 03:04:06,session,paid_search,tablet,control,0.0
10314,2025-01-30 03:04:55,visit,referral,desktop,treatment,0.0
10992,2025-01-30 03:07:24,session,paid_search,mobile,control,0.0
8039,2025-01-30 03:07:41,visit,referral,mobile,control,0.0
3697,2025-01-30 03:11:27,session,paid_search,mobile,control,0.0
6246,2025-01-30 03:16:19,visit,social,desktop,treatment,0.0
7080,2025-01-30 03:27:13,session,referral,mobile,control,0.0
294,2025-01-30 03:29:17,signup,referral,mobile,control,0.0
6312,2025-01-30 03:37:27,signup,paid_search,tablet,treatment,0.0
376,2025-01-30 03:38:42,session,organic,mobile,control,0.0
6017,2025-01-30 03:42:42,visit,referral,desktop,control,0.0
1906,2025-01-30 03:47:09,session,organic,tablet,control,0.0
8039,2025-01-30 03:53:06,signup,referral,mobile,control,0.0
1391,2025-01-30 03:55:57,session,organic,mobile,treatment,0.0
10913,2025-01-30 03:59:38,session,paid_search,mobile,treatment,0.0
66,2025-01-30 04:02:34,visit,referral,desktop,control,0.0
3043,2025-01-30 04:04:19,visit,paid_search,desktop,control,0.0
11479,2025-01-30 04:04:23,session,social,mobile,treatment,0.0
6874,2025-01-30 04:06:45,visit,email,mobile,control,0.0
6244,2025-01-30 04:10:02,visit,email,mobile,treatment,0.0
6732,2025-01-30 04:13:54,visit,organic,desktop,treatment,0.0
10563,2025-01-30 04:18:22,signup,organic,desktop,control,0.0
5894,2025-01-30 04:22:36,visit,email,mobile,control,0.0
10582,2025-01-30 04:25:55,visit,referral,mobile,treatment,0.0
5109,2025-01-30 04:29:27,visit,paid_search,mobile,treatment,0.0
6732,2025-01-30 04:31:06,signup,organic,desktop,treatment,0.0
6759,2025-01-30 04:34:41,session,paid_search,mobile,control,0.0
6440,2025-01-30 04:35:43,visit,paid_search,mobile,control,0.0
10796,2025-01-30 04:37:22,signup,social,mobile,control,0.0
6017,2025-01-30 04:41:20,signup,referral,desktop,control,0.0
6246,2025-01-30 04:41:40,signup,social,desktop,treatment,0.0
10616,2025-01-30 04:58:15,session,email,desktop,treatment,0.0
4075,2025-01-30 05:11:18,visit,organic,desktop,treatment,0.0
8192,2025-01-30 05:11:41,visit,email,desktop,control,0.0
368,2025-01-30 05:16:04,add_to_cart,organic,mobile,treatment,0.0
7090,2025-01-30 05:29:15,visit,email,mobile,treatment,0.0
2283,2025-01-30 05:38:25,visit,paid_search,desktop,control,0.0
4816,2025-01-30 05:44:22,session,organic,mobile,control,0.0
254,2025-01-30 05:45:57,visit,paid_search,mobile,treatment,0.0
66,2025-01-30 05:47:10,signup,referral,desktop,control,0.0
2083,2025-01-30 05:47:54,visit,organic,desktop,control,0.0
7090,2025-01-30 05:48:27,signup,email,mobile,treatment,0.0
6440,2025-01-30 05:49:59,signup,paid_search,mobile,control,0.0
6699,2025-01-30 06:02:15,visit,email,mobile,treatment,0.0
6732,2025-01-30 06:05:26,add_to_cart,organic,desktop,treatment,0.0
8192,2025-01-30 06:05:40,signup,email,desktop,control,0.0
9266,2025-01-30 06:10:39,visit,organic,mobile,treatment,0.0
9781,2025-01-30 06:12:30,visit,organic,mobile,treatment,0.0
1177,2025-01-30 06:15:12,add_to_cart,organic,desktop,treatment,0.0
5081,2025-01-30 06:18:20,add_to_cart,social,mobile,treatment,0.0
11507,2025-01-30 06:22:03,visit,social,mobile,treatment,0.0
1862,2025-01-30 06:22:55,purchase,organic,mobile,treatment,58.68
4338,2025-01-30 06:25:07,visit,referral,mobile,control,0.0
3623,2025-01-30 06:31:12,visit,referral,mobile,treatment,0.0
6558,2025-01-30 06:41:15,visit,paid_search,mobile,treatment,0.0
9256,2025-01-30 06:46:01,visit,organic,desktop,control,0.0
5277,2025-01-30 06:49:51,session,organic,desktop,control,0.0
7887,2025-01-30 06:55:09,visit,referral,mobile,control,0.0
6461,2025-01-30 06:56:46,session,email,desktop,treatment,0.0
3772,2025-01-30 06:58:42,visit,email,mobile,treatment,0.0
9256,2025-01-30 07:02:41,signup,organic,desktop,control,0.0
1388,2025-01-30 07:10:54,visit,organic,mobile,treatment,0.0
6480,2025-01-30 07:20:06,add_to_cart,paid_search,mobile,control,0.0
8752,2025-01-30 07:21:05,session,organic,desktop,treatment,0.0
119,2025-01-30 07:31:17,session,referral,mobile,control,0.0
9946,2025-01-30 07:32:01,purchase,organic,desktop,control,69.91
9266,2025-01-30 07:35:08,signup,organic,mobile,treatment,0.0
11919,2025-01-30 07:36:36,session,social,mobile,treatment,0.0
2552,2025-01-30 07:42:54,session,social,mobile,control,0.0
5131,2025-01-30 07:45:36,visit,organic,desktop,control,0.0
2368,2025-01-30 07:51:56,session,email,mobile,control,0.0
7887,2025-01-30 07:52:50,signup,referral,mobile,control,0.0
5341,2025-01-30 07:55:12,purchase,social,desktop,treatment,67.27
5757,2025-01-30 07:56:37,visit,referral,mobile,treatment,0.0
6558,2025-01-30 08:01:23,signup,paid_search,mobile,treatment,0.0
10049,2025-01-30 08:09:12,add_to_cart,referral,mobile,treatment,0.0
3623,2025-01-30 08:09:51,signup,referral,mobile,treatment,0.0
5757,2025-01-30 08:14:39,signup,referral,mobile,treatment,0.0
5190,2025-01-30 08:17:15,session,paid_search,tablet,control,0.0
6006,2025-01-30 08:24:41,session,organic,mobile,treatment,0.0
2928,2025-01-30 08:29:10,session,referral,mobile,control,0.0
4375,2025-01-30 08:33:52,session,email,mobile,control,0.0
2526,2025-01-30 08:34:40,visit,email,desktop,control,0.0
4441,2025-01-30 08:35:31,visit,paid_search,mobile,treatment,0.0
5765,2025-01-30 08:38:23,session,referral,mobile,control,0.0
3772,2025-01-30 08:40:05,signup,email,mobile,treatment,0.0
3718,2025-01-30 08:41:30,session,organic,mobile,treatment,0.0
4441,2025-01-30 08:44:53,signup,paid_search,mobile,treatment,0.0
6299,2025-01-30 08:55:02,session,organic,mobile,control,0.0
10597,2025-01-30 08:55:33,session,paid_search,mobile,treatment,0.0
6543,2025-01-30 08:56:04,session,organic,mobile,treatment,0.0
77,2025-01-30 09:00:42,visit,social,mobile,control,0.0
8926,2025-01-30 09:04:06,visit,social,desktop,treatment,0.0
5027,2025-01-30 09:05:09,session,organic,mobile,treatment,0.0
5771,2025-01-30 09:05:59,visit,paid_search,mobile,treatment,0.0
8192,2025-01-30 09:07:02,add_to_cart,email,desktop,control,0.0
11166,2025-01-30 09:10:30,visit,social,mobile,treatment,0.0
294,2025-01-30 09:12:30,add_to_cart,referral,mobile,control,0.0
2650,2025-01-30 09:21:17,visit,social,mobile,control,0.0
4410,2025-01-30 09:24:15,visit,organic,mobile,control,0.0
10690,2025-01-30 09:24:53,session,email,desktop,treatment,0.0
10992,2025-01-30 09:38:06,session,paid_search,mobile,control,0.0
1504,2025-01-30 09:40:44,add_to_cart,paid_search,tablet,treatment,0.0
8305,2025-01-30 09:43:40,visit,referral,mobile,treatment,0.0
8595,2025-01-30 09:45:15,session,organic,mobile,control,0.0
7184,2025-01-30 09:48:21,visit,organic,mobile,control,0.0
3859,2025-01-30 09:54:03,visit,paid_search,mobile,control,0.0
11443,2025-01-30 09:56:13,visit,social,desktop,treatment,0.0
8305,2025-01-30 09:58:33,signup,referral,mobile,treatment,0.0
5917,2025-01-30 10:03:08,visit,email,mobile,control,0.0
2776,2025-01-30 10:13:00,purchase,organic,desktop,treatment,24.83
10673,2025-01-30 10:14:41,visit,organic,mobile,treatment,0.0
10673,2025-01-30 10:29:01,signup,organic,mobile,treatment,0.0
4925,2025-01-30 10:32:01,visit,organic,mobile,treatment,0.0
7656,2025-01-30 10:41:42,visit,organic,desktop,control,0.0
1905,2025-01-30 10:42:25,visit,referral,mobile,treatment,0.0
10640,2025-01-30 10:48:45,visit,paid_search,mobile,treatment,0.0
7922,2025-01-30 10:51:16,add_to_cart,paid_search,mobile,treatment,0.0
11166,2025-01-30 10:53:24,signup,social,mobile,treatment,0.0
2650,2025-01-30 10:59:49,signup,social,mobile,control,0.0
4951,2025-01-30 11:01:46,visit,paid_search,desktop,treatment,0.0
2537,2025-01-30 11:05:18,visit,organic,mobile,treatment,0.0
8327,2025-01-30 11:05:56,add_to_cart,paid_search,mobile,treatment,0.0
3694,2025-01-30 11:14:23,visit,organic,desktop,treatment,0.0
2537,2025-01-30 11:15:29,signup,organic,mobile,treatment,0.0
5528,2025-01-30 11:17:29,add_to_cart,email,mobile,control,0.0
7524,2025-01-30 11:19:28,visit,organic,mobile,treatment,0.0
4925,2025-01-30 11:23:28,signup,organic,mobile,treatment,0.0
4110,2025-01-30 11:27:25,visit,paid_search,desktop,control,0.0
6876,2025-01-30 11:28:38,visit,paid_search,desktop,control,0.0
4110,2025-01-30 11:30:37,signup,paid_search,desktop,control,0.0
3062,2025-01-30 11:31:40,purchase,referral,mobile,treatment,24.25
9424,2025-01-30 11:32:23,session,organic,desktop,treatment,0.0
3694,2025-01-30 11:36:31,signup,organic,desktop,treatment,0.0
5614,2025-01-30 11:37:17,visit,email,desktop,treatment,0.0
1905,2025-01-30 11:38:05,signup,referral,mobile,treatment,0.0
5433,2025-01-30 11:41:56,visit,email,tablet,control,0.0
4951,2025-01-30 11:44:17,signup,paid_search,desktop,treatment,0.0
4612,2025-01-30 11:44:42,visit,organic,mobile,treatment,0.0
9036,2025-01-30 11:50:02,session,organic,mobile,control,0.0
3859,2025-01-30 11:50:19,signup,paid_search,mobile,control,0.0
10534,2025-01-30 11:52:05,visit,referral,desktop,treatment,0.0
9198,2025-01-30 12:03:47,visit,organic,mobile,treatment,0.0
8024,2025-01-30 12:12:25,session,paid_search,mobile,control,0.0
7656,2025-01-30 12:12:55,signup,organic,desktop,control,0.0
3697,2025-01-30 12:17:43,session,paid_search,mobile,control,0.0
6516,2025-01-30 12:19:09,session,email,mobile,treatment,0.0
10640,2025-01-30 12:24:32,signup,paid_search,mobile,treatment,0.0
9744,2025-01-30 12:26:43,session,social,desktop,control,0.0
761,2025-01-30 12:38:31,session,organic,mobile,control,0.0
2092,2025-01-30 12:43:44,add_to_cart,organic,desktop,treatment,0.0
3574,2025-01-30 12:45:54,visit,social,mobile,treatment,0.0
3574,2025-01-30 12:47:19,signup,social,mobile,treatment,0.0
8231,2025-01-30 12:51:38,add_to_cart,referral,mobile,control,0.0
5614,2025-01-30 12:52:37,signup,email,desktop,treatment,0.0
8909,2025-01-30 12:54:00,visit,paid_search,tablet,treatment,0.0
10715,2025-01-30 12:55:48,visit,organic,desktop,treatment,0.0
2347,2025-01-30 12:55:51,visit,social,desktop,control,0.0
5433,2025-01-30 12:56:13,signup,email,tablet,control,0.0
968,2025-01-30 13:07:44,add_to_cart,organic,mobile,control,0.0
9198,2025-01-30 13:12:09,signup,organic,mobile,treatment,0.0
2069,2025-01-30 13:20:07,visit,organic,mobile,control,0.0
4612,2025-01-30 13:21:45,signup,organic,mobile,treatment,0.0
8909,2025-01-30 13:26:37,signup,paid_search,tablet,treatment,0.0
4256,2025-01-30 13:29:13,add_to_cart,paid_search,desktop,treatment,0.0
7346,2025-01-30 13:30:33,session,referral,mobile,treatment,0.0
8327,2025-01-30 13:37:38,purchase,paid_search,mobile,treatment,42.81
5768,2025-01-30 13:41:56,visit,email,mobile,control,0.0
1905,2025-01-30 13:45:14,add_to_cart,referral,mobile,treatment,0.0
3761,2025-01-30 13:54:37,session,referral,mobile,control,0.0
1777,2025-01-30 13:54:47,visit,organic,mobile,control,0.0
11456,2025-01-30 13:59:16,visit,referral,mobile,control,0.0
6898,2025-01-30 13:59:22,visit,social,tablet,treatment,0.0
3735,2025-01-30 14:00:15,visit,organic,desktop,control,0.0
4667,2025-01-30 14:06:09,session,organic,mobile,control,0.0
10988,2025-01-30 14:08:40,visit,paid_search,mobile,treatment,0.0
4425,2025-01-30 14:13:17,session,social,desktop,control,0.0
11456,2025-01-30 14:19:00,signup,referral,mobile,control,0.0
9670,2025-01-30 14:25:09,visit,paid_search,mobile,treatment,0.0
6898,2025-01-30 14:25:59,signup,social,tablet,treatment,0.0
10988,2025-01-30 14:26:59,signup,paid_search,mobile,treatment,0.0
309,2025-01-30 14:27:27,add_to_cart,paid_search,mobile,control,0.0
2921,2025-01-30 14:29:41,visit,paid_search,desktop,treatment,0.0
7988,2025-01-30 14:31:50,visit,referral,desktop,control,0.0
9371,2025-01-30 14:34:19,visit,referral,mobile,control,0.0
11818,2025-01-30 14:40:43,session,organic,mobile,control,0.0
10085,2025-01-30 14:50:53,session,email,tablet,control,0.0
2248,2025-01-30 14:51:12,session,organic,mobile,control,0.0
333,2025-01-30 14:53:15,session,paid_search,mobile,control,0.0
2151,2025-01-30 14:53:38,visit,paid_search,mobile,treatment,0.0
8909,2025-01-30 14:54:31,add_to_cart,paid_search,tablet,treatment,0.0
7988,2025-01-30 14:54:34,signup,referral,desktop,control,0.0
10826,2025-01-30 15:02:58,visit,social,desktop,treatment,0.0
10826,2025-01-30 15:06:18,signup,social,desktop,treatment,0.0
9371,2025-01-30 15:10:20,signup,referral,mobile,control,0.0
5768,2025-01-30 15:16:18,signup,email,mobile,control,0.0
2921,2025-01-30 15:22:25,signup,paid_search,desktop,treatment,0.0
10051,2025-01-30 15:26:22,visit,social,mobile,control,0.0
9455,2025-01-30 15:33:53,session,organic,desktop,treatment,0.0
10992,2025-01-30 15:42:56,session,paid_search,mobile,control,0.0
8332,2025-01-30 15:44:43,session,social,desktop,treatment,0.0
7853,2025-01-30 15:49:59,session,organic,desktop,control,0.0
10267,2025-01-30 15:50:10,visit,social,mobile,treatment,0.0
3772,2025-01-30 15:51:29,add_to_cart,email,mobile,treatment,0.0
11205,2025-01-30 15:58:25,session,organic,desktop,control,0.0
646,2025-01-30 16:04:05,visit,organic,mobile,treatment,0.0
7150,2025-01-30 16:21:01,visit,organic,mobile,treatment,0.0
5378,2025-01-30 16:23:13,session,paid_search,mobile,control,0.0
7224,2025-01-30 16:27:18,visit,organic,mobile,treatment,0.0
11028,2025-01-30 16:35:08,visit,organic,mobile,control,0.0
10291,2025-01-30 16:36:36,visit,paid_search,mobile,control,0.0
11666,2025-01-30 16:40:23,visit,organic,desktop,treatment,0.0
5543,2025-01-30 16:42:13,session,paid_search,desktop,treatment,0.0
8395,2025-01-30 16:42:45,session,email,desktop,control,0.0
9230,2025-01-30 16:47:57,visit,email,mobile,control,0.0
7414,2025-01-30 16:49:47,visit,organic,desktop,treatment,0.0
7732,2025-01-30 16:51:26,visit,paid_search,desktop,treatment,0.0
3878,2025-01-30 16:54:07,session,referral,mobile,control,0.0
11633,2025-01-30 17:00:25,session,organic,desktop,treatment,0.0
10340,2025-01-30 17:12:43,visit,organic,mobile,control,0.0
7414,2025-01-30 17:14:01,signup,organic,desktop,treatment,0.0
4681,2025-01-30 17:18:03,visit,paid_search,desktop,control,0.0
5614,2025-01-30 17:26:38,add_to_cart,email,desktop,treatment,0.0
11732,2025-01-30 17:33:07,visit,organic,mobile,treatment,0.0
4497,2025-01-30 17:39:42,visit,paid_search,mobile,control,0.0
6038,2025-01-30 17:43:18,visit,paid_search,desktop,treatment,0.0
8034,2025-01-30 17:44:26,session,paid_search,desktop,control,0.0
1514,2025-01-30 17:47:07,visit,social,desktop,control,0.0
7224,2025-01-30 17:48:32,signup,organic,mobile,treatment,0.0
1915,2025-01-30 17:50:08,visit,referral,mobile,treatment,0.0
10340,2025-01-30 17:50:18,signup,organic,mobile,control,0.0
6038,2025-01-30 17:58:55,signup,paid_search,desktop,treatment,0.0
952,2025-01-30 18:00:19,session,referral,mobile,treatment,0.0
8238,2025-01-30 18:04:26,purchase,social,mobile,control,53.64
10340,2025-01-30 18:05:09,add_to_cart,organic,mobile,control,0.0
11456,2025-01-30 18:07:15,add_to_cart,referral,mobile,control,0.0
11639,2025-01-30 18:12:59,add_to_cart,referral,mobile,treatment,0.0
11028,2025-01-30 18:13:16,signup,organic,mobile,control,0.0
11666,2025-01-30 18:15:21,signup,organic,desktop,treatment,0.0
8209,2025-01-30 18:19:38,session,organic,mobile,control,0.0
1915,2025-01-30 18:21:23,signup,referral,mobile,treatment,0.0
4051,2025-01-30 18:24:19,visit,organic,desktop,treatment,0.0
4497,2025-01-30 18:25:38,signup,paid_search,mobile,control,0.0
10467,2025-01-30 18:27:36,visit,social,mobile,control,0.0
9521,2025-01-30 18:30:00,add_to_cart,organic,mobile,control,0.0
8877,2025-01-30 18:31:14,session,referral,desktop,treatment,0.0
4818,2025-01-30 18:38:16,visit,email,mobile,treatment,0.0
1514,2025-01-30 18:38:48,signup,social,desktop,control,0.0
8168,2025-01-30 18:44:48,session,email,mobile,control,0.0
968,2025-01-30 19:02:24,session,organic,mobile,control,0.0
9462,2025-01-30 19:06:11,purchase,social,mobile,control,57.4
5378,2025-01-30 19:12:28,session,paid_search,mobile,control,0.0
2307,2025-01-30 19:17:42,visit,social,mobile,treatment,0.0
1404,2025-01-30 19:19:51,visit,paid_search,mobile,control,0.0
8665,2025-01-30 19:26:13,visit,organic,mobile,treatment,0.0
11684,2025-01-30 19:30:48,visit,referral,mobile,control,0.0
1404,2025-01-30 19:33:51,signup,paid_search,mobile,control,0.0
8039,2025-01-30 19:42:40,add_to_cart,referral,mobile,control,0.0
6735,2025-01-30 19:50:53,visit,email,mobile,treatment,0.0
5059,2025-01-30 19:55:44,session,referral,mobile,control,0.0
925,2025-01-30 19:59:44,session,paid_search,mobile,treatment,0.0
607,2025-01-30 20:03:38,visit,referral,desktop,treatment,0.0
8292,2025-01-30 20:04:46,session,paid_search,mobile,treatment,0.0
11684,2025-01-30 20:04:55,signup,referral,mobile,control,0.0
9455,2025-01-30 20:13:01,session,organic,desktop,treatment,0.0
1316,2025-01-30 20:15:35,session,organic,mobile,control,0.0
4151,2025-01-30 20:23:59,visit,paid_search,desktop,control,0.0
6735,2025-01-30 20:27:32,signup,email,mobile,treatment,0.0
11587,2025-01-30 20:36:23,session,referral,mobile,treatment,0.0
1249,2025-01-30 20:42:27,visit,email,desktop,treatment,0.0
10290,2025-01-30 20:42:48,visit,paid_search,tablet,control,0.0
2307,2025-01-30 20:42:50,signup,social,mobile,treatment,0.0
8665,2025-01-30 20:42:50,signup,organic,mobile,treatment,0.0
925,2025-01-30 20:43:10,session,paid_search,mobile,treatment,0.0
2816,2025-01-30 20:45:08,session,paid_search,tablet,treatment,0.0
6539,2025-01-30 20:47:16,visit,referral,mobile,control,0.0
4397,2025-01-30 20:48:59,session,organic,desktop,treatment,0.0
10373,2025-01-30 20:50:34,visit,referral,mobile,treatment,0.0
4151,2025-01-30 20:57:37,signup,paid_search,desktop,control,0.0
1249,2025-01-30 21:00:55,signup,email,desktop,treatment,0.0
4744,2025-01-30 21:02:25,visit,email,desktop,treatment,0.0
3522,2025-01-30 21:04:59,visit,social,tablet,control,0.0
7584,2025-01-30 21:07:16,visit,social,mobile,control,0.0
11511,2025-01-30 21:11:27,visit,email,mobile,treatment,0.0
4441,2025-01-30 21:23:18,add_to_cart,paid_search,mobile,treatment,0.0
6017,2025-01-30 21:23:39,add_to_cart,referral,desktop,control,0.0
4744,2025-01-30 21:30:57,signup,email,desktop,treatment,0.0
1145,2025-01-30 21:31:30,visit,referral,desktop,treatment,0.0
9972,2025-01-30 21:33:18,visit,social,desktop,treatment,0.0
9830,2025-01-30 21:37:58,visit,organic,desktop,treatment,0.0
10373,2025-01-30 21:45:06,signup,referral,mobile,treatment,0.0
6708,2025-01-30 21:56:34,visit,organic,mobile,control,0.0
6655,2025-01-30 21:56:40,session,organic,desktop,treatment,0.0
1494,2025-01-30 21:56:46,visit,organic,mobile,control,0.0
11132,2025-01-30 22:04:44,session,organic,mobile,treatment,0.0
1145,2025-01-30 22:17:35,signup,referral,desktop,treatment,0.0
11105,2025-01-30 22:20:17,visit,organic,desktop,control,0.0
3888,2025-01-30 22:21:11,session,email,desktop,control,0.0
11511,2025-01-30 22:22:50,signup,email,mobile,treatment,0.0
10290,2025-01-30 22:27:09,signup,paid_search,tablet,control,0.0
5768,2025-01-30 22:35:07,add_to_cart,email,mobile,control,0.0
5831,2025-01-30 22:39:04,visit,organic,mobile,treatment,0.0
8305,2025-01-30 22:39:26,add_to_cart,referral,mobile,treatment,0.0
2650,2025-01-30 22:41:36,add_to_cart,social,mobile,control,0.0
7887,2025-01-30 22:48:07,add_to_cart,referral,mobile,control,0.0
9830,2025-01-30 23:04:58,signup,organic,desktop,treatment,0.0
6641,2025-01-30 23:06:37,visit,social,mobile,treatment,0.0
11150,2025-01-30 23:14:17,visit,organic,mobile,control,0.0
11116,2025-01-30 23:15:01,visit,email,desktop,control,0.0
4048,2025-01-30 23:20:09,session,paid_search,mobile,treatment,0.0
6312,2025-01-30 23:22:00,add_to_cart,paid_search,tablet,treatment,0.0
6708,2025-01-30 23:28:33,signup,organic,mobile,control,0.0
6214,2025-01-30 23:28:57,visit,referral,mobile,treatment,0.0
632,2025-01-30 23:34:38,visit,organic,desktop,treatment,0.0
1095,2025-01-30 23:45:24,visit,social,mobile,treatment,0.0
11116,2025-01-30 23:48:10,signup,email,desktop,control,0.0
1494,2025-01-30 23:49:20,signup,organic,mobile,control,0.0
4440,2025-01-30 23:54:43,session,paid_search,mobile,control,0.0
4868,2025-01-30 23:56:42,visit,organic,desktop,treatment,0.0
1514,2025-01-30 23:58:00,add_to_cart,social,desktop,control,0.0
8111,2025-01-31 00:05:42,session,referral,mobile,control,0.0
7081,2025-01-31 00:06:34,visit,paid_search,mobile,treatment,0.0
8197,2025-01-31 00:09:22,visit,organic,tablet,treatment,0.0
7728,2025-01-31 00:25:33,visit,social,mobile,treatment,0.0
4408,2025-01-31 00:30:08,session,social,desktop,treatment,0.0
8105,2025-01-31 00:32:59,session,referral,mobile,treatment,0.0
8197,2025-01-31 00:33:14,signup,organic,tablet,treatment,0.0
6214,2025-01-31 00:37:17,signup,referral,mobile,treatment,0.0
294,2025-01-31 00:42:58,session,referral,mobile,control,0.0
2204,2025-01-31 00:43:05,visit,social,desktop,control,0.0
933,2025-01-31 00:48:37,session,social,desktop,treatment,0.0
8168,2025-01-31 00:51:00,session,email,mobile,control,0.0
2355,2025-01-31 00:54:43,session,paid_search,mobile,control,0.0
1145,2025-01-31 00:57:46,add_to_cart,referral,desktop,treatment,0.0
4868,2025-01-31 00:59:34,signup,organic,desktop,treatment,0.0
3597,2025-01-31 01:00:25,visit,organic,desktop,treatment,0.0
4951,2025-01-31 01:11:37,add_to_cart,paid_search,desktop,treatment,0.0
9521,2025-01-31 01:11:41,purchase,organic,mobile,control,97.81
4783,2025-01-31 01:13:26,visit,organic,tablet,treatment,0.0
9198,2025-01-31 01:15:31,session,organic,mobile,treatment,0.0
10608,2025-01-31 01:16:01,visit,organic,desktop,treatment,0.0
2204,2025-01-31 01:19:56,signup,social,desktop,control,0.0
7081,2025-01-31 01:26:05,signup,paid_search,mobile,treatment,0.0
6735,2025-01-31 01:30:38,session,email,mobile,treatment,0.0
9371,2025-01-31 01:43:03,add_to_cart,referral,mobile,control,0.0
6198,2025-01-31 01:50:13,session,organic,desktop,treatment,0.0
7989,2025-01-31 01:53:29,session,email,mobile,treatment,0.0
1142,2025-01-31 01:55:03,visit,social,tablet,control,0.0
1511,2025-01-31 01:55:51,visit,social,mobile,control,0.0
8097,2025-01-31 01:58:07,visit,email,desktop,control,0.0
9830,2025-01-31 02:03:28,add_to_cart,organic,desktop,treatment,0.0
5433,2025-01-31 02:04:08,add_to_cart,email,tablet,control,0.0
7656,2025-01-31 02:10:03,add_to_cart,organic,desktop,control,0.0
1915,2025-01-31 02:11:44,add_to_cart,referral,mobile,treatment,0.0
4172,2025-01-31 02:17:44,session,paid_search,desktop,treatment,0.0
7128,2025-01-31 02:17:48,session,social,mobile,treatment,0.0
4783,2025-01-31 02:17:49,signup,organic,tablet,treatment,0.0
3597,2025-01-31 02:26:24,signup,organic,desktop,treatment,0.0
6351,2025-01-31 02:44:21,visit,referral,desktop,treatment,0.0
6320,2025-01-31 02:44:59,session,referral,mobile,control,0.0
4777,2025-01-31 02:47:15,visit,referral,desktop,treatment,0.0
5174,2025-01-31 02:48:28,visit,referral,mobile,treatment,0.0
4441,2025-01-31 02:51:29,session,paid_search,mobile,treatment,0.0
6154,2025-01-31 02:52:46,visit,paid_search,desktop,control,0.0
4413,2025-01-31 02:53:15,visit,organic,desktop,treatment,0.0
8435,2025-01-31 02:53:55,visit,organic,tablet,treatment,0.0
1372,2025-01-31 03:02:00,visit,referral,tablet,treatment,0.0
6214,2025-01-31 03:03:48,add_to_cart,referral,mobile,treatment,0.0
1647,2025-01-31 03:04:01,visit,organic,desktop,control,0.0
1142,2025-01-31 03:06:51,signup,social,tablet,control,0.0
4777,2025-01-31 03:12:38,signup,referral,desktop,treatment,0.0
8097,2025-01-31 03:14:53,signup,email,desktop,control,0.0
10437,2025-01-31 03:34:07,visit,paid_search,tablet,treatment,0.0
1647,2025-01-31 03:36:08,signup,organic,desktop,control,0.0
4413,2025-01-31 03:40:30,signup,organic,desktop,treatment,0.0
6351,2025-01-31 03:44:08,signup,referral,desktop,treatment,0.0
3487,2025-01-31 03:56:16,visit,social,desktop,control,0.0
6897,2025-01-31 03:56:53,session,organic,mobile,treatment,0.0
5174,2025-01-31 04:04:03,signup,referral,mobile,treatment,0.0
4389,2025-01-31 04:22:23,visit,organic,mobile,treatment,0.0
1372,2025-01-31 04:29:55,signup,referral,tablet,treatment,0.0
11430,2025-01-31 04:34:10,session,paid_search,mobile,treatment,0.0
1432,2025-01-31 04:36:45,session,social,desktop,treatment,0.0
7969,2025-01-31 04:38:05,session,organic,mobile,control,0.0
